class,degree_centrality,in_degree_centrality,out_degree_centrality,in_degree,out_degree,total_degree,betweenness_centrality,betweenness_weighted,closeness_centrality,eigenvector_centrality,pagerank,hub_score,authority_score,katz_centrality,load_centrality,harmonic_centrality,clustering,triangles,burt_constraint,weighted_out,weighted_in
FlightImpl,0.029411764705882353,0.003676470588235294,0.025735294117647058,1,7,8,2.7132624267419144e-05,2.7132624267419144e-05,0.003676470588235294,0.2593602648266992,0.0031039738795444454,0.07376454583632175,0.035168970964463364,0.05987007321370318,2.7132624267419144e-05,1.0,0.10728116981988435,13,0.2858420356006433,38.4,8.0
BigDecimal,0.014705882352941176,0.014705882352941176,0.0,4,0,4,0.0,0.0,0.01801470588235294,0.15927571145104197,0.004361003783160103,0.0,0.044810771631442134,0.06168401787747797,0.0,5.5,0.13540767045349997,3,0.4357358420468319,0.0,22.8
FlightSegment,0.025735294117647058,0.01838235294117647,0.007352941176470588,5,2,7,0.0,0.0,0.025210084033613446,0.191338811185144,0.005552279228928449,0.0024285201630267605,0.05769516382174025,0.062318760393689644,0.0,8.166666666666668,0.12324274436284628,16,0.4104771371041969,2.4,23.4
FlightSegmentImpl,0.014705882352941176,0.003676470588235294,0.011029411764705881,1,3,4,0.0,1.3566312133709572e-05,0.003676470588235294,0.0899792856347305,0.00305059704242346,0.01109997250912469,0.02285983112690119,0.05987007321370318,0.0,1.0,0.14727362111855427,5,0.4181937846586179,7.8,5.2
BookingServiceImpl,0.09191176470588235,0.0,0.09191176470588235,0,25,25,0.0,0.0,0.0,0.21014713977002217,0.0029514686306273442,0.1118847559937941,0.0,0.05927730021158731,0.0,0.0,0.01321708927091425,45,0.10742532315202702,59.699999999999996,0.0
WXSConstants,0.014705882352941176,0.014705882352941176,0.0,4,0,4,0.0,0.0,0.014705882352941176,0.035814070378650455,0.0031864179429607065,0.0,0.012975645898052144,0.06166617541011428,0.0,4.0,0.03484106571878309,3,0.26091077769682747,0.0,6.0
Logger,0.029411764705882353,0.029411764705882353,0.0,8,0,8,0.0,0.0,0.03760026737967914,0.062207205954046565,0.004017822374721053,0.0,0.021486244890779452,0.06410857801073232,0.0,11.5,0.018339675762613705,6,0.14854490450260838,0.0,13.5
ObjectGrid,0.014705882352941176,0.014705882352941176,0.0,4,0,4,0.0,0.0,0.014705882352941176,0.03716207526699725,0.003512141158663756,0.0,0.012101796383775116,0.06166617541011428,0.0,4.0,0.05743598879059384,3,0.5325432960794683,0.0,12.0
KeyGenerator,0.025735294117647058,0.014705882352941176,0.011029411764705881,4,3,7,0.00012209680920338616,0.00012209680920338616,0.019852941176470587,0.05054501583195827,0.003303418579681238,0.0024286479454337555,0.01590958437260142,0.06168401787747797,0.00012209680920338616,6.333333333333333,0.0360648673188352,10,0.19746396130558244,2.6999999999999997,6.0
Session,0.01838235294117647,0.01838235294117647,0.0,5,0,5,0.0,0.0,0.01838235294117647,0.37214000813101833,0.005250299595663109,0.0,0.13733438204504347,0.06225894841223015,0.0,5.0,0.04204623512481153,3,0.2952432278986649,0.0,49.99999999999999
ObjectMap,0.014705882352941176,0.014705882352941176,0.0,4,0,4,0.0,0.0,0.014705882352941176,0.23904974349338148,0.0043453292120752725,0.0,0.08825222410682991,0.0616483922200508,0.0,4.0,0.0,0,0.3169168493843818,0.0,30.799999999999997
HashSet,0.007352941176470588,0.007352941176470588,0.0,2,0,2,0.0,0.0,0.007352941176470588,0.1571141281305333,0.0035050473570357277,0.0,0.05676541817904101,0.06046284621581906,0.0,2.0,0.0,0,0.5000603791812583,0.0,18.2
MapIndex,0.011029411764705881,0.011029411764705881,0.0,3,0,3,0.0,0.0,0.011029411764705883,0.06357779455200004,0.0031755992662878857,0.0,0.02328647231712071,0.06105561921793493,0.0,3.0,0.0,0,0.3888888888888889,0.0,7.199999999999999
ObjectQuery,0.011029411764705881,0.011029411764705881,0.0,3,0,3,0.0,0.0,0.011029411764705883,0.0487125776198954,0.0031527234789503204,0.0,0.018011126672451205,0.06105561921793493,0.0,3.0,0.0,0,0.35999999999999993,0.0,6.0
WXSSessionManager,0.11764705882352941,0.011029411764705881,0.10661764705882353,3,29,32,0.0008953766008248318,0.0009428586932928153,0.011029411764705883,0.052204658929720704,0.0030389614404187472,0.014749690341672719,0.00834502727283505,0.06105561921793493,0.0008953766008248318,3.0,0.0035118247559921163,20,0.06688250748351314,49.9,2.6999999999999997
CustomerServiceImpl,0.07720588235294118,0.0,0.07720588235294118,0,21,21,0.0,0.0,0.0,0.24143587039978087,0.0029514686306273442,0.13584361808117126,0.0,0.05927730021158731,0.0,0.0,0.01661925471008837,39,0.15531976940522976,57.3,0.0
FlightServiceImpl,0.10294117647058823,0.0,0.10294117647058823,0,28,28,0.0,0.0,0.0,0.5435739285052985,0.0029514686306273442,0.27122744643275326,0.0,0.05927730021158731,0.0,0.0,0.019019026663247864,38,0.09818875280975875,131.6,0.0
Calendar,0.011029411764705881,0.011029411764705881,0.0,3,0,3,0.0,0.0,0.021626297577854673,0.025818362642078947,0.003512643998084356,0.0,0.008707209086723558,0.061097172605383256,0.0,6.5,0.0,0,0.3749999999999999,0.0,6.0
MapPutAllAgent,0.025735294117647058,0.0,0.025735294117647058,0,7,7,0.0,0.0,0.0,0.04602670823018394,0.0029514686306273442,0.025873711460947527,0.0,0.05927730021158731,0.0,0.0,0.0,0,0.17128347183748846,11.4,0.0
MapGridAgent,0.003676470588235294,0.003676470588235294,0.0,1,0,1,0.0,0.0,0.003676470588235294,0.001576072204590797,0.0032815622286123864,0.0,0.0006290512486020947,0.05987007321370318,0.0,1.0,0.0,0,1.0,0.0,1.5
